# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-05-23 00:12:31; hka-aqm-am003a;  26.04;  44.55;   484;   864;     4;     0;     2;     3;  -123;  -123;  -5.8; drag-lps8-05; 2; 7; 125000; 8890
2023-05-23 00:27:44; hka-aqm-am003a;  25.98;  44.78;   474;   819;     4;     0;     2;     3;  -121;  -121;  -6.2; drag-lps8-05; 1; 7; 125000; 8891
2023-05-23 00:42:57; hka-aqm-am003a;  25.93;  45.01;   474;   823;     6;     2;     2;     3;  -126;  -126;  -7.2; drag-lps8-05; 5; 7; 125000; 8892
2023-05-23 00:58:10; hka-aqm-am003a;  25.84;  45.01;   472;   809;     4;     0;     2;     3;  -120;  -120;  -5.2; drag-lps8-03; 4; 7; 125000; 8893
2023-05-23 01:13:24; hka-aqm-am003a;  25.78;  45.10;   473;   806;     4;     0;     2;     3;  -127;  -127;  -6.8; drag-lps8-05; 0; 7; 125000; 8895
2023-05-23 01:28:31; hka-aqm-am003a;  25.73;  45.52;   468;   802;     4;     1;     2;     3;  -112;  -112;  -0.5; drag-lps8-03; 1; 7; 125000; 8896
2023-05-23 01:43:37; hka-aqm-am003a;  25.67;  45.62;   461;   794;     4;     0;     2;     3;  -116;  -116;  -1.5; drag-lps8-03; 7; 7; 125000; 8897
2023-05-23 01:58:44; hka-aqm-am003a;  25.64;  45.94;   462;   791;     6;     2;     2;     3;  -121;  -121;  -6.0; drag-lps8-05; 2; 7; 125000; 8898
2023-05-23 02:13:50; hka-aqm-am003a;  25.61;  46.01;   462;   776;     4;     0;     2;     3;  -115;  -115;  -2.0; drag-lps8-03; 1; 7; 125000; 8899
2023-05-23 02:28:56; hka-aqm-am003a;  25.55;  46.20;   460;   764;     6;     2;     2;     3;  -126;  -126;  -8.2; drag-lps8-05; 7; 7; 125000; 8900
2023-05-23 02:59:10; hka-aqm-am003a;  25.48;  46.49;   464;   757;     4;     0;     2;     3;  -122;  -122;  -7.0; drag-lps8-03; 4; 7; 125000; 8902
