# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-07-28 00:12:49; hka-aqm-am001;  25.00;  53.59;   434;  1145;     9;     1;     2;     0;  -109;  -109;   7.2; drag-lps8-03; 3; 9; 125000; 1558
2023-07-28 00:27:55; hka-aqm-am001;  25.12;  53.09;   429;  1183;     9;     1;     3;     0;  -113;  -113;   6.0; drag-lps8-03; 1; 9; 125000; 1559
2023-07-28 00:43:02; hka-aqm-am001;  25.12;  53.03;   429;  1213;     9;     1;     1;     0;  -111;  -111;   7.8; drag-lps8-03; 4; 9; 125000; 1560
2023-07-28 00:58:08; hka-aqm-am001;  25.14;  52.99;   429;  1209;     9;     1;     2;     0;  -111;  -111;   7.2; drag-lps8-03; 0; 9; 125000; 1561
2023-07-28 01:13:16; hka-aqm-am001;  25.07;  53.21;   439;  1199;     9;     1;     3;     0;  -114;  -114;   6.5; drag-lps8-03; 7; 9; 125000; 1562
2023-07-28 01:28:23; hka-aqm-am001;  25.16;  52.96;   429;  1207;     9;     1;     0;     0;  -113;  -113;   6.8; drag-lps8-03; 6; 9; 125000; 1563
2023-07-28 01:43:29; hka-aqm-am001;  25.13;  53.03;   430;  1205;    11;     3;     0;     0;  -113;  -113;   4.8; drag-lps8-03; 2; 9; 125000; 1564
2023-07-28 01:58:36; hka-aqm-am001;  25.11;  53.03;   429;  1256;     9;     1;     3;     0;  -113;  -113;   6.5; drag-lps8-03; 6; 9; 125000; 1565
2023-07-28 02:13:42; hka-aqm-am001;  25.15;  52.87;   429;  1242;     9;     1;     1;     0;  -113;  -113;   6.8; drag-lps8-03; 0; 9; 125000; 1566
2023-07-28 02:28:49; hka-aqm-am001;  25.08;  53.59;   439;  1183;     9;     1;     1;     0;  -113;  -113;   7.8; drag-lps8-03; 4; 9; 125000; 1567
2023-07-28 02:43:55; hka-aqm-am001;  25.12;  53.34;   437;  1228;    12;     3;     3;     0;  -111;  -111;   6.8; drag-lps8-03; 3; 9; 125000; 1568
2023-07-28 03:14:08; hka-aqm-am001;  25.10;  53.21;   429;  1239;     9;     1;     1;     0;  -115;  -115;   6.0; drag-lps8-03; 1; 9; 125000; 1570
2023-07-28 03:29:16; hka-aqm-am001;  24.90;  54.41;   439;  1151;     9;     1;     3;     0;  -111;  -111;   5.8; drag-lps8-03; 5; 9; 125000; 1571
2023-07-28 03:44:22; hka-aqm-am001;  25.07;  53.81;   440;  1206;    12;     3;     0;     0;  -113;  -113;   5.0; drag-lps8-03; 2; 9; 125000; 1572
2023-07-28 03:59:29; hka-aqm-am001;  25.14;  53.44;   435;  1216;     9;     1;     0;     0;  -115;  -115;   6.2; drag-lps8-03; 0; 9; 125000; 1573
2023-07-28 04:14:36; hka-aqm-am001;  25.14;  53.34;   439;  1223;    12;     3;     3;     0;  -111;  -111;   5.5; drag-lps8-03; 5; 9; 125000; 1574
2023-07-28 04:29:43; hka-aqm-am001;  25.01;  54.35;   440;  1239;     9;     1;     0;     0;  -113;  -113;   6.5; drag-lps8-03; 6; 9; 125000; 1575
2023-07-28 04:44:49; hka-aqm-am001;  25.08;  54.25;   445;  1211;    12;     3;     0;     0;  -113;  -113;   5.0; drag-lps8-03; 2; 9; 125000; 1576
2023-07-28 04:59:57; hka-aqm-am001;  24.86;  55.10;   453;  1186;     9;     1;     3;     0;  -111;  -111;   7.2; drag-lps8-03; 4; 9; 125000; 1577
2023-07-28 05:15:04; hka-aqm-am001;  24.87;  55.54;   453;  1080;    63;     8;     1;     0;  -113;  -113;   6.2; drag-lps8-03; 7; 9; 125000; 1578
2023-07-28 05:30:10; hka-aqm-am001;  24.88;  56.10;   467;  1087;    65;     9;     0;     0;  -112;  -112;   5.5; drag-lps8-03; 1; 9; 125000; 1579
2023-07-28 05:45:16; hka-aqm-am001;  24.85;  56.60;   470;  1070;    63;     8;     3;     0;  -113;  -113;   7.8; drag-lps8-03; 3; 9; 125000; 1580
2023-07-28 06:00:23; hka-aqm-am001;  25.06;  56.60;   476;  1120;    65;    10;     1;     0;  -115;  -115;   6.2; drag-lps8-03; 7; 9; 125000; 1581
2023-07-28 06:15:29; hka-aqm-am001;  25.10;  56.94;   460;  1120;    63;     8;     0;     0;  -110;  -110;   5.0; drag-lps8-03; 2; 9; 125000; 1582
2023-07-28 06:22:16; hka-aqm-am001;  25.03;  57.26;   461;  1080;    10;     1;     3;     0;  -113;  -113;   7.8; drag-lps8-03; 4; 9; 125000; 1583
2023-07-28 06:37:22; hka-aqm-am001;  24.78;  58.16;   458;  1122;    10;     1;     1;     0;  -114;  -114;   5.8; drag-lps8-03; 1; 9; 125000; 1584
2023-07-28 06:52:29; hka-aqm-am001;  24.68;  58.84;   454;  1123;    11;     1;     0;     0;  -113;  -113;   5.0; drag-lps8-03; 5; 9; 125000; 1585
2023-07-28 07:07:35; hka-aqm-am001;  24.69;  59.15;   453;  1161;    11;     1;     2;     0;  -113;  -113;   5.2; drag-lps8-03; 0; 9; 125000; 1586
2023-07-28 07:22:42; hka-aqm-am001;  24.62;  59.80;   444;  1107;    11;     1;     1;     0;  -111;  -111;   7.2; drag-lps8-03; 6; 9; 125000; 1587
2023-07-28 07:37:48; hka-aqm-am001;  24.60;  60.23;   445;  1112;    12;     2;     0;     0;  -108;  -108;   7.8; drag-lps8-03; 3; 9; 125000; 1588
2023-07-28 07:52:56; hka-aqm-am001;  24.59;  60.60;   447;  1116;    13;     4;     3;     0;  -109;  -109;   8.2; drag-lps8-03; 7; 9; 125000; 1589
2023-07-28 08:08:03; hka-aqm-am001;  24.59;  60.78;   437;  1049;    12;     2;     1;     0;  -106;  -106;   7.2; drag-lps8-03; 5; 9; 125000; 1590
2023-07-28 08:23:09; hka-aqm-am001;  24.60;  60.87;   439;  1051;    13;     2;     2;     0;  -109;  -109;   8.5; drag-lps8-03; 3; 9; 125000; 1591
2023-07-28 08:38:17; hka-aqm-am001;  24.49;  61.58;   435;  1028;    15;     3;     3;     0;  -107;  -107;   8.2; drag-lps8-03; 6; 9; 125000; 1592
2023-07-28 08:53:24; hka-aqm-am001;  24.47;  61.70;   431;  1025;    22;     7;     1;     0;  -107;  -107;   8.0; drag-lps8-03; 4; 9; 125000; 1593
2023-07-28 09:08:30; hka-aqm-am001;  24.51;  61.73;   429;  1019;    24;     7;     0;     0;  -113;  -113;   7.5; drag-lps8-03; 0; 9; 125000; 1594
2023-07-28 09:23:38; hka-aqm-am001;  24.52;  62.10;   428;  1022;    27;     7;     3;     0;  -111;  -111;   5.0; drag-lps8-03; 2; 9; 125000; 1595
2023-07-28 09:38:44; hka-aqm-am001;  24.62;  62.10;   431;  1066;    27;     8;     0;     0;  -111;  -111;   7.0; drag-lps8-03; 1; 9; 125000; 1596
2023-07-28 09:53:51; hka-aqm-am001;  24.61;  62.19;   435;  1038;    32;     9;     1;     0;  -111;  -111;   5.8; drag-lps8-03; 5; 9; 125000; 1597
2023-07-28 10:08:57; hka-aqm-am001;  24.76;  62.10;   431;  1063;    32;     9;     3;     0;  -111;  -111;   7.0; drag-lps8-03; 7; 9; 125000; 1598
2023-07-28 10:24:04; hka-aqm-am001;  24.86;  62.32;   429;  1067;    38;    12;     2;     0;  -113;  -113;   7.5; drag-lps8-03; 3; 9; 125000; 1599
2023-07-28 10:39:10; hka-aqm-am001;  25.02;  61.89;   432;  1063;    31;    10;     1;     0;  -113;  -113;   7.0; drag-lps8-03; 6; 9; 125000; 1600
2023-07-28 10:54:19; hka-aqm-am001;  25.14;  62.26;   427;  1117;    32;     9;     3;     0;  -111;  -111;   8.5; drag-lps8-03; 4; 9; 125000; 1601
2023-07-28 10:57:37; hka-aqm-am001;  25.10;  62.32;   424;  1065;    53;    18;     3;     0;  -113;  -113;   7.2; drag-lps8-03; 1; 9; 125000; 1602
2023-07-28 11:12:43; hka-aqm-am001;  25.12;  62.29;   431;  1004;    38;    11;     1;     0;  -113;  -113;   6.0; drag-lps8-03; 2; 9; 125000; 1603
2023-07-28 11:26:37; hka-aqm-am001;  25.07;  62.19;   424;   992;   119;    43;     2;     0;  -113;  -113;   6.5; drag-lps8-03; 0; 9; 125000; 1604
2023-07-28 11:27:56; hka-aqm-am001;  25.09;  62.04;   427;   964;    52;    18;     1;     0;  -107;  -107;   4.0; drag-lps8-03; 5; 9; 125000; 1605
