# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-07-07 00:07:05; hka-aqm-am307;  26.48;  35.46;   633;  1760;     7;     0;     3;     0;   -79;   -79;   7.5; drag-lps8-05; 5; 7; 125000; 598
2023-07-07 00:22:11; hka-aqm-am307;  26.48;  35.52;   634;  1650;     9;     3;     4;    16;   -78;   -78;   9.8; drag-lps8-05; 1; 7; 125000; 599
2023-07-07 00:37:24; hka-aqm-am307;  26.47;  35.59;   631;  1673;     7;     0;     2;     0;   -80;   -80;   9.8; drag-lps8-05; 3; 7; 125000; 601
2023-07-07 00:52:38; hka-aqm-am307;  26.45;  35.59;   622;  1643;     9;     3;     4;    16;   -81;   -81;   9.2; drag-lps8-05; 0; 7; 125000; 603
2023-07-07 01:07:52; hka-aqm-am307;  26.45;  35.66;   623;  1607;     7;     2;     4;    16;   -78;   -78;   9.2; drag-lps8-05; 3; 7; 125000; 605
2023-07-07 01:22:59; hka-aqm-am307;  26.46;  35.66;   618;  1593;     9;     2;     4;    16;   -78;   -78;  10.8; drag-lps8-05; 1; 7; 125000; 606
2023-07-07 01:38:05; hka-aqm-am307;  26.46;  35.72;   612;  1612;     7;     1;     1;     0;   -78;   -78;   6.8; drag-lps8-05; 2; 7; 125000; 607
2023-07-07 01:53:11; hka-aqm-am307;  26.44;  35.76;   606;  1612;     9;     2;     4;    16;   -78;   -78;   9.8; drag-lps8-05; 4; 7; 125000; 608
2023-07-07 02:08:18; hka-aqm-am307;  26.43;  35.79;   605;  1511;     7;     0;     4;    16;   -78;   -78;  10.0; drag-lps8-05; 7; 7; 125000; 609
2023-07-07 02:23:24; hka-aqm-am307;  26.44;  35.79;   603;  1523;     9;     3;     2;     0;   -78;   -78;   9.8; drag-lps8-05; 6; 7; 125000; 610
2023-07-07 02:38:32; hka-aqm-am307;  26.44;  35.86;   589;  1463;     7;     0;     4;    16;   -79;   -79;  10.8; drag-lps8-05; 0; 7; 125000; 611
2023-07-07 02:53:38; hka-aqm-am307;  26.44;  35.86;   585;  1429;     7;     1;     4;    16;   -78;   -78;   7.0; drag-lps8-05; 5; 7; 125000; 612
2023-07-07 03:08:45; hka-aqm-am307;  26.44;  35.89;   579;  1403;     9;     0;     2;     0;   -78;   -78;   9.2; drag-lps8-05; 6; 7; 125000; 613
2023-07-07 03:23:52; hka-aqm-am307;  26.43;  35.92;   576;  1379;     9;     3;     4;    16;   -77;   -77;   8.5; drag-lps8-05; 4; 7; 125000; 614
