# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-10-23 00:12:48; hka-aqm-am111;  22.84;  49.12;   429;  1008;     8;     1;     2;     4;   -63;   -63;   9.8; drag-lps8-01; 1; 7; 125000; 233
2022-10-23 00:27:54; hka-aqm-am111;  22.85;  48.71;   429;   916;     9;     1;     2;     4;   -63;   -63;   9.5; drag-lps8-01; 4; 7; 125000; 234
2022-10-23 00:43:01; hka-aqm-am111;  22.77;  48.42;   429;   994;     8;     1;     2;     4;   -65;   -65;   9.0; drag-lps8-01; 7; 7; 125000; 235
2022-10-23 00:58:09; hka-aqm-am111;  22.77;  48.00;   429;   964;     8;     1;     2;     4;   -63;   -63;   8.2; drag-lps8-01; 6; 7; 125000; 236
2022-10-23 01:13:15; hka-aqm-am111;  22.80;  47.49;   430;   961;     8;     1;     2;     4;   -63;   -63;   7.2; drag-lps8-01; 5; 7; 125000; 237
2022-10-23 01:28:21; hka-aqm-am111;  22.80;  47.36;   435;   987;     8;     1;     2;     4;   -61;   -61;   7.8; drag-lps8-01; 6; 7; 125000; 238
2022-10-23 01:43:29; hka-aqm-am111;  22.75;  47.13;   441;   993;     8;     1;     2;     4;   -65;   -65;   9.0; drag-lps8-01; 0; 7; 125000; 239
2022-10-23 01:58:36; hka-aqm-am111;  22.77;  46.88;   449;   968;     9;     1;     2;     4;   -61;   -61;   9.0; drag-lps8-01; 4; 7; 125000; 240
2022-10-23 02:13:42; hka-aqm-am111;  22.77;  46.46;   462;   966;     8;     1;     2;     4;   -63;   -63;   8.2; drag-lps8-01; 1; 7; 125000; 241
2022-10-23 02:28:48; hka-aqm-am111;  22.77;  46.17;   450;   978;     8;     1;     2;     4;   -63;   -63;   8.5; drag-lps8-01; 3; 7; 125000; 242
2022-10-23 02:43:55; hka-aqm-am111;  22.74;  45.49;   462;   982;     8;     1;     2;     4;   -63;   -63;   7.5; drag-lps8-01; 7; 7; 125000; 243
2022-10-23 02:59:01; hka-aqm-am111;  22.79;  45.17;   462;   984;     9;     1;     2;     4;   -63;   -63;   7.5; drag-lps8-01; 2; 7; 125000; 244
2022-10-23 03:14:09; hka-aqm-am111;  22.73;  45.01;   452;   986;     8;     1;     2;     4;   -63;   -63;   9.2; drag-lps8-01; 6; 7; 125000; 245
2022-10-23 03:29:15; hka-aqm-am111;  22.74;  44.59;   447;   905;     8;     1;     2;     4;   -63;   -63;   7.2; drag-lps8-01; 2; 7; 125000; 246
