# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-01-11 00:00:15; hka-aqm-am201a;  22.26;  25.84;   405;   691;     8;     0;     2;     5;   -59;   -59;   9.2; drag-lps8-01; 1; 7; 125000; 157
2023-01-11 00:15:23; hka-aqm-am201a;  22.28;  25.81;   398;   697;    11;     3;     2;     5;   -59;   -59;   7.0; drag-lps8-01; 2; 7; 125000; 158
2023-01-11 00:30:36; hka-aqm-am201a;  22.29;  25.98;   398;   687;     8;     1;     2;     5;   -60;   -60;   8.0; drag-lps8-01; 3; 7; 125000; 160
2023-01-11 00:45:49; hka-aqm-am201a;  22.30;  26.08;   397;   691;     8;     0;     2;     5;   -59;   -59;   7.5; drag-lps8-01; 5; 7; 125000; 162
2023-01-11 01:00:55; hka-aqm-am201a;  22.28;  26.70;   392;   694;     8;     0;     2;     5;   -60;   -60;   9.2; drag-lps8-01; 3; 7; 125000; 163
2023-01-11 01:16:04; hka-aqm-am201a;  22.31;  26.97;   390;   747;     8;     0;     2;     5;   -57;   -57;   6.5; drag-lps8-01; 5; 7; 125000; 164
2023-01-11 01:31:10; hka-aqm-am201a;  22.28;  27.38;   394;   701;     8;     0;     2;     5;   -60;   -60;   8.8; drag-lps8-01; 0; 7; 125000; 165
2023-01-11 01:46:16; hka-aqm-am201a;  22.28;  27.85;   390;   736;     8;     2;     2;     5;   -58;   -58;   9.2; drag-lps8-01; 6; 7; 125000; 166
2023-01-11 02:01:23; hka-aqm-am201a;  22.32;  28.23;   390;   781;     8;     2;     2;     5;   -59;   -59;   9.5; drag-lps8-01; 4; 7; 125000; 167
2023-01-11 02:16:29; hka-aqm-am201a;  22.32;  28.74;   394;   743;     8;     0;     2;     5;   -58;   -58;   7.0; drag-lps8-01; 2; 7; 125000; 168
2023-01-11 02:31:35; hka-aqm-am201a;  22.31;  29.35;   392;   799;     8;     1;     2;     5;   -60;   -60;  10.5; drag-lps8-01; 7; 7; 125000; 169
2023-01-11 02:46:43; hka-aqm-am201a;  22.26;  29.79;   394;   729;     8;     2;     2;     5;   -58;   -58;   8.5; drag-lps8-01; 1; 7; 125000; 170
2023-01-11 03:01:49; hka-aqm-am201a;  22.32;  30.26;   391;   769;     9;     1;     2;     5;   -58;   -58;   8.5; drag-lps8-01; 7; 7; 125000; 171
2023-01-11 03:16:55; hka-aqm-am201a;  22.30;  31.78;   394;   742;     8;     1;     2;     5;   -58;   -58;   8.2; drag-lps8-01; 3; 7; 125000; 172
2023-01-11 03:32:02; hka-aqm-am201a;  22.33;  31.64;   390;   847;     8;     2;     2;     5;   -57;   -57;   8.8; drag-lps8-01; 6; 7; 125000; 173
2023-01-11 03:47:08; hka-aqm-am201a;  22.30;  33.59;   390;   804;     8;     0;     2;     5;   -61;   -61;   9.5; drag-lps8-01; 0; 7; 125000; 174
