# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-10-31 00:06:18; hka-aqm-am003a;  24.25;  45.62;   533;   892;     4;     0;     4;    20;   -60;   -60;  10.0; drag-lps8-01; 0; 7; 125000; 1011
2022-10-31 00:21:24; hka-aqm-am003a;  24.34;  44.71;   538;   875;     4;     0;     4;    20;   -57;   -57;   9.8; drag-lps8-01; 4; 7; 125000; 1012
2022-10-31 00:36:31; hka-aqm-am003a;  24.23;  44.52;   541;   811;     4;     1;     4;    20;   -58;   -58;   9.2; drag-lps8-01; 7; 7; 125000; 1013
2022-10-31 00:51:37; hka-aqm-am003a;  24.24;  44.13;   532;   812;     4;     0;     0;     0;   -56;   -56;   8.2; drag-lps8-01; 6; 7; 125000; 1014
2022-10-31 01:06:44; hka-aqm-am003a;  24.22;  43.74;   533;   786;     4;     0;     2;     0;   -58;   -58;   9.2; drag-lps8-01; 1; 7; 125000; 1015
2022-10-31 01:21:50; hka-aqm-am003a;  24.20;  43.35;   533;   747;     5;     1;     4;    20;   -58;   -58;   9.2; drag-lps8-01; 3; 7; 125000; 1016
2022-10-31 01:36:56; hka-aqm-am003a;  24.14;  43.12;   532;   733;     4;     0;     4;    20;   -57;   -57;   7.8; drag-lps8-01; 5; 7; 125000; 1017
2022-10-31 01:52:03; hka-aqm-am003a;  24.10;  42.83;   533;   699;     4;     1;     4;    20;   -58;   -58;   9.0; drag-lps8-01; 1; 7; 125000; 1018
2022-10-31 02:07:09; hka-aqm-am003a;  24.20;  42.24;   530;   689;     4;     0;     4;    20;   -57;   -57;   9.0; drag-lps8-01; 4; 7; 125000; 1019
2022-10-31 02:22:15; hka-aqm-am003a;  24.16;  41.95;   527;   672;     4;     0;     4;    20;   -59;   -59;   9.0; drag-lps8-01; 7; 7; 125000; 1020
2022-10-31 02:37:24; hka-aqm-am003a;  24.12;  41.72;   533;   652;     4;     0;     4;    20;   -60;   -60;   9.5; drag-lps8-01; 0; 7; 125000; 1021
2022-10-31 02:52:30; hka-aqm-am003a;  24.10;  41.26;   543;   648;     4;     0;     4;    20;   -58;   -58;  10.2; drag-lps8-01; 6; 7; 125000; 1022
2022-10-31 03:07:36; hka-aqm-am003a;  24.01;  41.20;   541;   607;     5;     1;     1;     0;   -57;   -57;   6.5; drag-lps8-01; 5; 7; 125000; 1023
2022-10-31 03:22:43; hka-aqm-am003a;  24.06;  40.74;   540;   613;     4;     0;     4;    20;   -59;   -59;   7.8; drag-lps8-01; 2; 7; 125000; 1024
2022-10-31 03:37:49; hka-aqm-am003a;  23.99;  40.48;   544;   602;     4;     0;     4;    20;   -58;   -58;   9.2; drag-lps8-01; 3; 7; 125000; 1025
2022-10-31 03:52:55; hka-aqm-am003a;  24.02;  40.54;   542;   594;     4;     1;     4;    20;   -59;   -59;  10.0; drag-lps8-01; 1; 7; 125000; 1026
2022-10-31 04:08:04; hka-aqm-am003a;  24.05;  40.08;   547;   597;     4;     0;     4;    20;   -57;   -57;   9.0; drag-lps8-01; 6; 7; 125000; 1027
2022-10-31 04:23:10; hka-aqm-am003a;  23.98;  40.22;   539;   598;     4;     0;     4;    20;   -59;   -59;   9.5; drag-lps8-01; 7; 7; 125000; 1028
2022-10-31 04:38:17; hka-aqm-am003a;  24.02;  39.69;   550;   597;     6;     2;     4;    20;   -57;   -57;   9.2; drag-lps8-01; 4; 7; 125000; 1029
2022-10-31 04:53:24; hka-aqm-am003a;  23.99;  39.72;   549;   588;     6;     2;     4;    20;   -58;   -58;   7.5; drag-lps8-01; 2; 7; 125000; 1030
2022-10-31 05:08:30; hka-aqm-am003a;  24.00;  39.56;   548;   574;     4;     1;     1;     0;   -57;   -57;   8.8; drag-lps8-01; 3; 7; 125000; 1031
2022-10-31 05:23:36; hka-aqm-am003a;  24.00;  39.39;   556;   556;     4;     0;     4;    20;   -60;   -60;  10.5; drag-lps8-01; 0; 7; 125000; 1032
2022-10-31 05:38:44; hka-aqm-am003a;  24.01;  39.16;   545;   574;     4;     0;     4;    20;   -55;   -55;   7.0; drag-lps8-01; 5; 7; 125000; 1033
2022-10-31 05:53:50; hka-aqm-am003a;  24.05;  39.00;   537;   584;     4;     0;     0;     0;  -126;  -126;  -8.2; drag-outd-01; 1; 7; 125000; 1034
2022-10-31 06:08:56; hka-aqm-am003a;  24.04;  38.70;   531;   539;     6;     2;     4;    20;   -57;   -57;   8.8; drag-lps8-01; 4; 7; 125000; 1035
2022-10-31 06:24:03; hka-aqm-am003a;  24.03;  38.37;   522;   591;     4;     0;     1;     0;   -57;   -57;  10.0; drag-lps8-01; 6; 7; 125000; 1036
2022-10-31 06:39:10; hka-aqm-am003a;  23.95;  38.18;   524;   637;     4;     0;     4;    20;   -59;   -59;  10.2; drag-lps8-01; 3; 7; 125000; 1037
2022-10-31 06:54:16; hka-aqm-am003a;  24.01;  37.61;   513;   606;     4;     0;     4;    20;   -60;   -60;   9.8; drag-lps8-01; 0; 7; 125000; 1038
2022-10-31 07:09:22; hka-aqm-am003a;  24.06;  37.25;   506;   618;     4;     1;     4;    20;   -59;   -59;   7.2; drag-lps8-01; 2; 7; 125000; 1039
2022-10-31 07:24:28; hka-aqm-am003a;  24.10;  36.95;   521;   599;     4;     1;     4;    20;   -57;   -57;   7.5; drag-lps8-01; 5; 7; 125000; 1040
2022-10-31 07:39:35; hka-aqm-am003a;  24.08;  37.22;   531;   613;     4;     0;     4;    20;   -58;   -58;   8.2; drag-lps8-01; 7; 7; 125000; 1041
2022-10-31 07:54:41; hka-aqm-am003a;  24.12;  37.45;   529;   674;     6;     2;     4;    20;   -60;   -60;   8.8; drag-lps8-01; 0; 7; 125000; 1042
2022-10-31 08:09:48; hka-aqm-am003a;  24.07;  37.91;   541;   667;     4;     0;     4;    20;   -57;   -57;   7.8; drag-lps8-01; 5; 7; 125000; 1043
2022-10-31 08:24:54; hka-aqm-am003a;  24.06;  38.67;   529;   614;     4;     0;     4;    20;   -59;   -59;   9.0; drag-lps8-01; 1; 7; 125000; 1044
2022-10-31 08:40:00; hka-aqm-am003a;  24.09;  39.30;   529;   642;     7;     1;     4;    20;   -58;   -58;   6.8; drag-lps8-01; 2; 7; 125000; 1045
