# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-01-10 00:00:25; hka-aqm-am201b;  22.18;  31.04;   410;   534;     5;     0;     2;     0;   -69;   -69;   7.5; drag-lps8-01; 5; 7; 125000; 40
2023-01-10 00:15:31; hka-aqm-am201b;  22.16;  31.17;   411;   541;     7;     2;     2;     0;   -69;   -69;   9.2; drag-lps8-01; 1; 7; 125000; 41
2023-01-10 00:30:45; hka-aqm-am201b;  22.15;  31.51;   402;   568;     7;     2;     2;     0;   -72;   -72;  10.0; drag-lps8-01; 4; 7; 125000; 43
2023-01-10 00:45:51; hka-aqm-am201b;  22.16;  31.61;   408;   560;     5;     0;     1;     0;   -70;   -70;   8.5; drag-lps8-01; 7; 7; 125000; 44
2023-01-10 01:00:57; hka-aqm-am201b;  22.14;  31.78;   406;   551;     5;     0;     2;     0;   -71;   -71;   7.8; drag-lps8-01; 5; 7; 125000; 45
2023-01-10 01:16:05; hka-aqm-am201b;  22.12;  31.91;   407;   545;     5;     0;     2;     0;   -72;   -72;   9.0; drag-lps8-01; 3; 7; 125000; 46
2023-01-10 01:31:11; hka-aqm-am201b;  22.12;  31.98;   408;   554;     5;     0;     0;     0;   -71;   -71;   9.0; drag-lps8-01; 6; 7; 125000; 47
2023-01-10 01:46:17; hka-aqm-am201b;  22.12;  31.74;   414;   543;     5;     1;     2;     0;   -67;   -67;   6.5; drag-lps8-01; 2; 7; 125000; 48
2023-01-10 02:01:24; hka-aqm-am201b;  22.10;  31.78;   409;   538;     5;     0;     2;     0;   -69;   -69;   9.2; drag-lps8-01; 1; 7; 125000; 49
2023-01-10 02:16:30; hka-aqm-am201b;  22.10;  31.88;   411;   542;     5;     0;     0;     0;   -72;   -72;   8.8; drag-lps8-01; 7; 7; 125000; 50
2023-01-10 02:31:36; hka-aqm-am201b;  22.08;  31.78;   415;   540;     5;     0;     0;     0;   -72;   -72;   8.8; drag-lps8-01; 0; 7; 125000; 51
2023-01-10 02:46:43; hka-aqm-am201b;  22.08;  31.17;   408;   514;     5;     0;     2;     0;   -70;   -70;   9.8; drag-lps8-01; 4; 7; 125000; 52
