# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-10-30 00:05:00; hka-aqm-am003b;  24.04;  52.20;   514;  1322;    17;     1;     3;    18;   -57;   -57;  10.2; drag-lps8-01; 3; 7; 125000; 970
2022-10-30 00:20:07; hka-aqm-am003b;  24.05;  52.01;   519;  1332;    20;     3;     1;     0;   -54;   -54;   9.2; drag-lps8-01; 0; 7; 125000; 971
2022-10-30 00:35:13; hka-aqm-am003b;  24.03;  51.95;   531;  1326;    17;     1;     2;     0;   -46;   -46;   6.5; drag-lps8-01; 5; 7; 125000; 972
2022-10-30 00:50:22; hka-aqm-am003b;  24.02;  51.70;   526;  1315;    17;     1;     3;    18;   -53;   -53;   8.5; drag-lps8-01; 4; 7; 125000; 973
2022-10-30 01:05:28; hka-aqm-am003b;  24.02;  51.57;   532;  1261;    17;     1;     1;     0;   -53;   -53;   8.2; drag-lps8-01; 6; 7; 125000; 974
2022-10-30 01:20:34; hka-aqm-am003b;  24.01;  51.29;   531;  1242;    17;     1;     2;     0;   -57;   -57;   9.5; drag-lps8-01; 7; 7; 125000; 975
2022-10-30 01:35:42; hka-aqm-am003b;  24.00;  51.00;   543;  1236;    17;     1;     3;    18;   -55;   -55;   6.2; drag-lps8-01; 2; 7; 125000; 976
2022-10-30 01:50:48; hka-aqm-am003b;  24.00;  50.84;   541;  1229;    20;     3;     1;     0;   -57;   -57;  10.5; drag-lps8-01; 7; 7; 125000; 977
2022-10-30 02:05:54; hka-aqm-am003b;  24.00;  50.90;   543;  1215;    20;     3;     1;     0;   -54;   -54;   8.8; drag-lps8-01; 6; 7; 125000; 978
2022-10-30 02:21:02; hka-aqm-am003b;  23.98;  51.06;   556;  1229;    17;     1;     3;    18;   -60;   -60;   6.0; drag-lps8-01; 5; 7; 125000; 979
2022-10-30 02:36:08; hka-aqm-am003b;  23.99;  51.29;   559;  1233;    17;     1;     2;     0;   -53;   -53;   9.2; drag-lps8-01; 4; 7; 125000; 980
2022-10-30 02:51:15; hka-aqm-am003b;  23.98;  51.25;   546;  1260;    20;     3;     1;     0;   -53;   -53;   6.5; drag-lps8-01; 2; 7; 125000; 981
2022-10-30 02:06:22; hka-aqm-am003b;  23.98;  51.13;   548;  1210;    20;     3;     3;    18;   -55;   -55;   9.2; drag-lps8-01; 1; 7; 125000; 982
2022-10-30 02:21:28; hka-aqm-am003b;  23.99;  51.10;   549;  1187;    17;     1;     1;     0;   -55;   -55;   8.5; drag-lps8-01; 0; 7; 125000; 983
2022-10-30 02:36:34; hka-aqm-am003b;  23.99;  50.87;   545;  1161;    17;     1;     1;     0;   -57;   -57;   9.8; drag-lps8-01; 3; 7; 125000; 984
2022-10-30 02:51:41; hka-aqm-am003b;  23.98;  50.62;   545;  1053;    18;     1;     3;    18;   -55;   -55;   9.0; drag-lps8-01; 0; 7; 125000; 985
2022-10-30 03:06:54; hka-aqm-am003b;  23.97;  50.49;   537;  1036;    17;     1;     0;     0;   -57;   -57;   9.8; drag-lps8-01; 4; 7; 125000; 987
2022-10-30 03:22:02; hka-aqm-am003b;  23.97;  50.11;   541;  1024;    17;     1;     3;    18;   -57;   -57;   9.2; drag-lps8-01; 7; 7; 125000; 988
2022-10-30 03:37:15; hka-aqm-am003b;  23.96;  49.73;   544;  1011;    17;     1;     0;     0;   -50;   -50;   6.2; drag-lps8-01; 5; 7; 125000; 990
2022-10-30 03:52:23; hka-aqm-am003b;  23.95;  49.09;   534;   986;    17;     1;     3;    18;   -55;   -55;   8.2; drag-lps8-01; 3; 7; 125000; 991
2022-10-30 04:07:29; hka-aqm-am003b;  23.94;  48.51;   545;   952;    17;     1;     1;     0;   -55;   -55;  10.0; drag-lps8-01; 6; 7; 125000; 992
2022-10-30 04:22:35; hka-aqm-am003b;  23.92;  48.00;   540;   879;    17;     1;     0;     0;   -54;   -54;   8.8; drag-lps8-01; 7; 7; 125000; 993
2022-10-30 04:37:41; hka-aqm-am003b;  23.94;  47.74;   539;   862;    17;     1;     3;    18;   -53;   -53;   6.2; drag-lps8-01; 5; 7; 125000; 994
2022-10-30 04:52:48; hka-aqm-am003b;  23.91;  47.23;   537;   812;    17;     1;     0;     0;   -57;   -57;   7.0; drag-lps8-01; 2; 7; 125000; 995
2022-10-30 05:07:54; hka-aqm-am003b;  23.90;  46.65;   535;   781;    17;     1;     1;     0;   -55;   -55;   8.5; drag-lps8-01; 0; 7; 125000; 996
2022-10-30 05:23:02; hka-aqm-am003b;  23.89;  46.04;   532;   766;    17;     1;     3;    18;   -55;   -55;   9.0; drag-lps8-01; 4; 7; 125000; 997
2022-10-30 05:38:08; hka-aqm-am003b;  23.88;  45.62;   528;   741;    17;     1;     1;     0;   -54;   -54;   7.8; drag-lps8-01; 1; 7; 125000; 998
2022-10-30 05:53:14; hka-aqm-am003b;  23.86;  45.10;   525;   736;    17;     1;     1;     0;   -55;   -55;   9.8; drag-lps8-01; 6; 7; 125000; 999
2022-10-30 06:08:23; hka-aqm-am003b;  23.86;  44.62;   526;   675;    20;     3;     3;    18;   -57;   -57;   9.0; drag-lps8-01; 3; 7; 125000; 1000
