# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-06-09 00:07:11; hka-aqm-am115;  30.21;  33.25;   404;   827;    19;     1;     6;     1;   -82;   -82;  10.2; drag-lps8-05; 3; 7; 125000; 11944
2023-06-09 00:22:24; hka-aqm-am115;  30.10;  33.02;   406;   797;    19;     2;     4;     0;  -100;  -100;   8.0; drag-lps8-03; 7; 7; 125000; 11946
2023-06-09 00:37:37; hka-aqm-am115;  29.91;  33.05;   405;   755;    19;     1;     6;     1;   -81;   -81;   8.0; drag-lps8-05; 5; 7; 125000; 11948
2023-06-09 00:52:52; hka-aqm-am115;  29.80;  33.05;   410;   762;    19;     1;     6;     1;   -79;   -79;   7.2; drag-lps8-05; 2; 7; 125000; 11950
2023-06-09 01:07:59; hka-aqm-am115;  29.65;  33.12;   404;   742;    19;     1;     6;     1;   -79;   -79;   9.5; drag-lps8-05; 0; 7; 125000; 11951
2023-06-09 01:23:05; hka-aqm-am115;  29.60;  33.02;   405;   728;    19;     1;     2;     0;  -101;  -101;   8.8; drag-lps8-03; 7; 7; 125000; 11952
2023-06-09 01:38:12; hka-aqm-am115;  29.49;  33.05;   406;   727;    19;     1;     6;     1;   -79;   -79;   8.8; drag-lps8-05; 3; 7; 125000; 11953
2023-06-09 01:53:19; hka-aqm-am115;  29.30;  33.25;   406;   719;    19;     1;     6;     1;   -81;   -81;   6.8; drag-lps8-05; 5; 7; 125000; 11954
2023-06-09 02:08:25; hka-aqm-am115;  29.14;  33.42;   405;   673;    19;     1;     4;     0;   -81;   -81;   8.2; drag-lps8-05; 6; 7; 125000; 11955
2023-06-09 02:23:33; hka-aqm-am115;  28.97;  33.52;   411;   657;    19;     1;     6;     1;   -79;   -79;   9.8; drag-lps8-05; 4; 7; 125000; 11956
2023-06-09 02:38:39; hka-aqm-am115;  28.89;  33.59;   415;   686;    19;     1;     6;     1;   -81;   -81;   8.8; drag-lps8-05; 7; 7; 125000; 11957
2023-06-09 02:53:45; hka-aqm-am115;  28.74;  33.66;   413;   582;    19;     1;     2;     0;  -101;  -101;   8.5; drag-lps8-03; 6; 7; 125000; 11958
2023-06-09 03:08:53; hka-aqm-am115;  28.61;  33.72;   418;   661;    19;     1;     6;     1;   -96;   -96;   7.0; drag-lps8-03; 2; 7; 125000; 11959
2023-06-09 03:23:59; hka-aqm-am115;  28.53;  33.82;   409;   657;    19;     1;     6;     1;   -81;   -81;   9.5; drag-lps8-05; 3; 7; 125000; 11960
2023-06-09 03:39:05; hka-aqm-am115;  28.45;  33.96;   418;   651;    21;     3;     2;     0;   -99;   -99;   8.5; drag-lps8-03; 0; 7; 125000; 11961
2023-06-09 03:54:12; hka-aqm-am115;  28.34;  34.19;   420;   695;    19;     1;     6;     1;   -81;   -81;   6.8; drag-lps8-05; 5; 7; 125000; 11962
2023-06-09 04:09:18; hka-aqm-am115;  28.30;  34.26;   414;   682;    19;     1;     6;     1;  -101;  -101;   6.8; drag-lps8-03; 4; 7; 125000; 11963
2023-06-09 04:24:24; hka-aqm-am115;  28.19;  34.46;   421;   709;    19;     1;     3;     0;   -97;   -97;   8.8; drag-lps8-03; 1; 7; 125000; 11964
2023-06-09 04:39:33; hka-aqm-am115;  28.15;  34.59;   424;   706;    19;     1;     6;     1;   -81;   -81;   9.8; drag-lps8-05; 3; 7; 125000; 11965
2023-06-09 04:54:39; hka-aqm-am115;  28.08;  34.66;   414;   691;    20;     2;     6;     1;   -82;   -82;   9.2; drag-lps8-05; 7; 7; 125000; 11966
2023-06-09 05:09:46; hka-aqm-am115;  27.98;  34.86;   416;   712;    24;     3;     3;     0;  -100;  -100;   8.2; drag-lps8-03; 0; 7; 125000; 11967
2023-06-09 05:24:53; hka-aqm-am115;  27.93;  35.06;   426;   726;    39;     8;     6;     1;   -79;   -79;   9.0; drag-lps8-05; 4; 7; 125000; 11968
2023-06-09 05:39:59; hka-aqm-am115;  27.87;  35.26;   421;   714;    56;    11;     6;     1;  -105;  -105;   7.5; drag-lps8-03; 2; 7; 125000; 11969
2023-06-09 05:55:12; hka-aqm-am115;  27.76;  35.52;   417;   733;    80;    16;     6;     1;  -101;  -101;   6.8; drag-lps8-03; 5; 7; 125000; 11971
2023-06-09 06:10:19; hka-aqm-am115;  27.76;  35.59;   415;   734;   106;    22;     6;     1;   -83;   -83;   9.0; drag-lps8-05; 1; 7; 125000; 11972
2023-06-09 06:25:33; hka-aqm-am115;  27.71;  35.79;   414;   716;   105;    21;     6;     1;   -82;   -82;   8.2; drag-lps8-05; 3; 7; 125000; 11974
2023-06-09 06:40:40; hka-aqm-am115;  27.61;  36.39;   430;   768;   161;    34;     6;     1;  -101;  -101;   8.5; drag-lps8-03; 7; 7; 125000; 11975
