# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-03-03 00:08:10; hka-aqm-am003b;  20.98;  24.95;   448;   758;     6;     1;     3;     8;  -112;  -112;  -0.2; drag-lps8-05; 5; 7; 125000; 2921
2023-03-03 00:23:17; hka-aqm-am003b;  20.98;  24.95;   453;   715;     6;     0;     1;     0;  -111;  -111;   2.5; drag-lps8-05; 4; 7; 125000; 2922
2023-03-03 00:38:23; hka-aqm-am003b;  20.99;  24.92;   451;   711;     6;     0;     0;     0;  -113;  -113;   3.8; drag-lps8-05; 7; 7; 125000; 2923
2023-03-03 00:53:30; hka-aqm-am003b;  20.99;  24.92;   444;   724;     6;     1;     3;     8;  -122;  -122;  -4.5; drag-lps8-03; 6; 7; 125000; 2924
2023-03-03 01:08:36; hka-aqm-am003b;  20.98;  24.92;   454;   736;     6;     0;     1;     0;  -114;  -114;   3.2; drag-lps8-05; 4; 7; 125000; 2925
2023-03-03 01:23:43; hka-aqm-am003b;  21.00;  24.92;   445;   709;     6;     2;     0;     0;  -114;  -114;   3.8; drag-lps8-05; 7; 7; 125000; 2926
2023-03-03 01:38:51; hka-aqm-am003b;  20.99;  24.88;   445;   691;     6;     0;     3;     8;  -113;  -113;   4.2; drag-lps8-05; 0; 7; 125000; 2927
2023-03-03 01:53:58; hka-aqm-am003b;  20.98;  24.92;   448;   685;     6;     0;     1;     0;  -118;  -118;  -1.0; drag-lps8-03; 3; 7; 125000; 2928
2023-03-03 02:09:04; hka-aqm-am003b;  20.99;  24.85;   441;   687;     6;     0;     2;     0;  -111;  -111;   3.0; drag-lps8-05; 2; 7; 125000; 2929
2023-03-03 02:24:10; hka-aqm-am003b;  20.98;  24.85;   444;   697;     6;     0;     3;     8;  -113;  -113;   3.2; drag-lps8-05; 5; 7; 125000; 2930
2023-03-03 02:39:17; hka-aqm-am003b;  20.99;  24.85;   444;   681;     6;     0;     1;     0;  -112;  -112;   3.2; drag-lps8-05; 1; 7; 125000; 2931
2023-03-03 02:54:23; hka-aqm-am003b;  20.98;  24.85;   444;   672;     7;     1;     1;     0;  -113;  -113;   4.8; drag-lps8-05; 0; 7; 125000; 2932
2023-03-03 03:09:30; hka-aqm-am003b;  20.99;  24.85;   445;   668;     8;     3;     3;     8;  -119;  -119;  -1.0; drag-lps8-03; 3; 7; 125000; 2933
2023-03-03 03:24:37; hka-aqm-am003b;  20.98;  24.82;   450;   662;     8;     3;     0;     0;  -123;  -123;  -4.0; drag-lps8-03; 2; 7; 125000; 2934
2023-03-03 03:39:43; hka-aqm-am003b;  21.00;  24.78;   444;   624;     6;     2;     0;     0;  -112;  -112;   2.0; drag-lps8-05; 6; 7; 125000; 2935
2023-03-03 03:54:52; hka-aqm-am003b;  21.00;  24.71;   450;   666;     6;     0;     3;     8;  -112;  -112;   3.0; drag-lps8-05; 1; 7; 125000; 2936
2023-03-03 04:09:58; hka-aqm-am003b;  20.99;  24.64;   452;   664;     8;     3;     0;     0;  -122;  -122;  -2.8; drag-lps8-03; 5; 7; 125000; 2937
2023-03-03 04:25:04; hka-aqm-am003b;  21.02;  24.58;   445;   666;     8;     3;     1;     0;  -127;  -127;  -7.0; drag-lps8-03; 7; 7; 125000; 2938
2023-03-03 04:40:11; hka-aqm-am003b;  20.86;  24.58;   453;   683;     6;     0;     3;     8;  -115;  -115; nan; drag-lps8-03; 4; 7; 125000; 2939
2023-03-03 04:55:17; hka-aqm-am003b;  20.66;  24.71;   460;   685;     6;     0;     1;     0;  -113;  -113;   4.0; drag-lps8-05; 5; 7; 125000; 2940
2023-03-03 05:10:23; hka-aqm-am003b;  20.52;  24.78;   473;   631;     9;     3;     1;     0;  -111;  -111;   4.0; drag-lps8-05; 1; 7; 125000; 2941
2023-03-03 05:25:31; hka-aqm-am003b;  20.47;  24.85;   469;   681;     6;     0;     3;     8;  -109;  -109;   3.5; drag-lps8-05; 6; 7; 125000; 2942
2023-03-03 05:40:37; hka-aqm-am003b;  20.60;  24.71;   465;   684;     6;     0;     0;     0;  -110;  -110;   1.2; drag-lps8-05; 3; 7; 125000; 2943
2023-03-03 05:55:43; hka-aqm-am003b;  20.68;  24.61;   462;   633;     6;     0;     1;     0;  -120;  -120;  -1.8; drag-lps8-03; 2; 7; 125000; 2944
2023-03-03 06:10:51; hka-aqm-am003b;  20.76;  24.54;   477;   646;     6;     0;     3;     8;  -112;  -112;   5.0; drag-lps8-05; 7; 7; 125000; 2945
2023-03-03 06:25:57; hka-aqm-am003b;  20.76;  24.51;   459;   661;     8;     3;     2;     0;  -115;  -115;   2.8; drag-lps8-03; 0; 7; 125000; 2946
2023-03-03 06:41:03; hka-aqm-am003b;  20.82;  24.47;   460;   669;     6;     0;     0;     0;  -115;  -115;   3.2; drag-lps8-03; 4; 7; 125000; 2947
2023-03-03 06:56:11; hka-aqm-am003b;  20.83;  24.37;   466;   659;     6;     0;     3;     8;  -108;  -108;  -0.2; drag-lps8-05; 5; 7; 125000; 2948
2023-03-03 07:11:17; hka-aqm-am003b;  20.83;  24.40;   468;   661;     6;     1;     2;     0;  -114;  -114;   1.5; drag-lps8-03; 6; 7; 125000; 2949
2023-03-03 07:26:23; hka-aqm-am003b;  20.82;  24.37;   466;   670;     9;     3;     1;     0;  -115;  -115;   4.2; drag-lps8-03; 0; 7; 125000; 2950
