# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-12-21 16:09:30; hka-aqm-am201a;  21.80;  47.49;   432;   453;    27;     3;     0;     0;   -54;   -54;   8.5; drag-lps8-01; 3; 7; 125000; 2
2022-12-21 16:24:42; hka-aqm-am201a;  22.37;  45.68;   433;   500;    16;     2;     1;     0;   -55;   -55;   7.2; drag-lps8-01; 5; 7; 125000; 4
2022-12-21 16:39:49; hka-aqm-am201a;  22.58;  44.91;   423;   482;     9;     1;     1;     0;   -57;   -57;   9.8; drag-lps8-01; 0; 7; 125000; 5
2022-12-21 16:54:55; hka-aqm-am201a;  22.72;  44.29;   423;   520;     9;     1;     0;     0;   -54;   -54;   9.0; drag-lps8-01; 4; 7; 125000; 6
2022-12-21 17:10:01; hka-aqm-am201a;  22.70;  44.10;   429;   489;     9;     0;     2;     0;   -54;   -54;   7.0; drag-lps8-01; 2; 7; 125000; 7
2022-12-21 17:25:07; hka-aqm-am201a;  22.75;  43.97;   428;   500;    11;     3;     1;     0;   -55;   -55;   9.5; drag-lps8-01; 1; 7; 125000; 8
2022-12-21 17:40:14; hka-aqm-am201a;  22.81;  43.81;   430;   548;     9;     0;     0;     0;   -55;   -55;  10.2; drag-lps8-01; 6; 7; 125000; 9
2022-12-21 17:55:21; hka-aqm-am201a;  22.78;  44.00;   440;   510;     9;     1;     2;     0;   -54;   -54;   6.8; drag-lps8-01; 2; 7; 125000; 10
2022-12-21 18:10:27; hka-aqm-am201a;  22.81;  44.00;   424;   506;     9;     0;     1;     0;   -57;   -57;   9.2; drag-lps8-01; 7; 7; 125000; 11
2022-12-21 18:25:33; hka-aqm-am201a;  22.74;  44.00;   423;   594;     9;     2;     2;     0;   -55;   -55;   7.5; drag-lps8-01; 5; 7; 125000; 12
2022-12-21 18:40:41; hka-aqm-am201a;  22.76;  44.03;   423;   542;     9;     0;     2;     0;   -55;   -55;   9.5; drag-lps8-01; 4; 7; 125000; 13
2022-12-21 18:55:47; hka-aqm-am201a;  22.77;  43.94;   428;   555;    11;     3;     1;     0;   -55;   -55;  10.0; drag-lps8-01; 6; 7; 125000; 14
2022-12-21 19:10:53; hka-aqm-am201a;  22.75;  43.61;   431;   564;     9;     0;     0;     0;   -55;   -55;   9.2; drag-lps8-01; 3; 7; 125000; 15
2022-12-21 19:26:01; hka-aqm-am201a;  22.72;  43.35;   438;   606;    11;     2;     2;     0;   -54;   -54;   9.5; drag-lps8-01; 1; 7; 125000; 16
2022-12-21 19:41:07; hka-aqm-am201a;  22.71;  43.06;   444;   627;     9;     1;     1;     0;   -57;   -57;   8.8; drag-lps8-01; 0; 7; 125000; 17
2022-12-21 19:56:13; hka-aqm-am201a;  22.72;  43.03;   447;   547;     9;     1;     1;     0;   -57;   -57;  10.2; drag-lps8-01; 7; 7; 125000; 18
2022-12-21 20:11:20; hka-aqm-am201a;  22.72;  42.86;   452;   532;     9;     1;     2;     0;   -55;   -55;  10.0; drag-lps8-01; 6; 7; 125000; 19
2022-12-21 20:26:26; hka-aqm-am201a;  22.70;  43.29;   437;   516;     9;     1;     0;     0;   -55;   -55;   7.0; drag-lps8-01; 5; 7; 125000; 20
