# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-02-15 00:12:22; hka-aqm-am003b;  20.55;  28.06;   441;   660;     6;     0;     3;     4;  -113;  -113;   5.2; drag-lps8-03; 4; 7; 125000; 1171
2023-02-15 00:27:29; hka-aqm-am003b;  20.53;  28.06;   440;   665;     6;     1;     0;     0;  -114;  -114;  -1.0; drag-lps8-05; 2; 7; 125000; 1172
2023-02-15 00:42:36; hka-aqm-am003b;  20.52;  27.99;   444;   622;     6;     0;     3;     4;  -118;  -118;  -5.5; drag-lps8-05; 3; 7; 125000; 1173
2023-02-15 00:57:43; hka-aqm-am003b;  20.48;  27.99;   440;   623;     6;     0;     3;     4;  -115;  -115;   0.5; drag-lps8-05; 7; 7; 125000; 1174
2023-02-15 01:12:49; hka-aqm-am003b;  20.49;  27.99;   446;   613;     6;     0;     0;     0;  -114;  -114;  -1.5; drag-lps8-05; 1; 7; 125000; 1175
2023-02-15 01:27:56; hka-aqm-am003b;  20.48;  27.99;   437;   607;     6;     2;     3;     4;  -114;  -114;   1.5; drag-lps8-05; 0; 7; 125000; 1176
2023-02-15 01:43:02; hka-aqm-am003b;  20.45;  28.02;   440;   607;     6;     0;     3;     4;  -111;  -111;   2.2; drag-lps8-03; 5; 7; 125000; 1177
2023-02-15 01:58:09; hka-aqm-am003b;  20.46;  28.06;   438;   599;     6;     0;     0;     0;  -112;  -112;   5.5; drag-lps8-03; 4; 7; 125000; 1178
2023-02-15 02:13:16; hka-aqm-am003b;  20.48;  28.06;   453;   604;     7;     2;     3;     4;  -115;  -115;  -2.2; drag-lps8-05; 6; 7; 125000; 1179
2023-02-15 02:28:23; hka-aqm-am003b;  20.45;  28.06;   441;   615;     6;     0;     3;     4;  -115;  -115;   0.5; drag-lps8-05; 4; 7; 125000; 1180
2023-02-15 02:43:29; hka-aqm-am003b;  20.46;  28.02;   438;   605;     8;     3;     1;     0;  -112;  -112;   3.5; drag-lps8-03; 3; 7; 125000; 1181
2023-02-15 02:58:37; hka-aqm-am003b;  20.45;  28.06;   437;   599;     6;     1;     3;     4;  -111;  -111;   4.8; drag-lps8-03; 2; 7; 125000; 1182
2023-02-15 03:13:43; hka-aqm-am003b;  20.45;  28.02;   433;   605;     6;     0;     3;     4;  -114;  -114;  -1.2; drag-lps8-05; 1; 7; 125000; 1183
2023-02-15 03:28:49; hka-aqm-am003b;  20.48;  27.99;   434;   602;     6;     0;     0;     0;  -112;  -112;   4.5; drag-lps8-03; 7; 7; 125000; 1184
2023-02-15 03:43:57; hka-aqm-am003b;  20.47;  28.02;   437;   599;     6;     1;     3;     4;  -115;  -115;   2.2; drag-lps8-05; 0; 7; 125000; 1185
2023-02-15 03:59:03; hka-aqm-am003b;  20.47;  28.02;   432;   604;     8;     3;     3;     4;  -115;  -115;   1.0; drag-lps8-05; 5; 7; 125000; 1186
2023-02-15 04:14:10; hka-aqm-am003b;  20.47;  28.06;   435;   627;     6;     2;     1;     0;  -113;  -113;   4.2; drag-lps8-03; 6; 7; 125000; 1187
2023-02-15 04:29:17; hka-aqm-am003b;  20.46;  28.02;   430;   615;     6;     2;     3;     4;  -114;  -114;  -1.5; drag-lps8-05; 2; 7; 125000; 1188
2023-02-15 04:44:23; hka-aqm-am003b;  20.46;  28.06;   441;   597;     6;     0;     3;     4;  -115;  -115;   2.0; drag-lps8-03; 1; 7; 125000; 1189
2023-02-15 04:59:29; hka-aqm-am003b;  20.48;  27.99;   452;   597;     6;     1;     0;     0;  -113;  -113;   2.0; drag-lps8-03; 6; 7; 125000; 1190
2023-02-15 05:14:36; hka-aqm-am003b;  20.49;  28.02;   429;   603;     8;     3;     3;     4;  -114;  -114;   3.2; drag-lps8-03; 7; 7; 125000; 1191
2023-02-15 05:29:42; hka-aqm-am003b;  20.49;  27.99;   435;   598;     6;     0;     3;     4;  -115;  -115; nan; drag-lps8-05; 4; 7; 125000; 1192
2023-02-15 05:44:48; hka-aqm-am003b;  20.51;  27.99;   429;   613;     8;     3;     2;     0;  -115;  -115;   0.2; drag-lps8-05; 0; 7; 125000; 1193
2023-02-15 05:59:56; hka-aqm-am003b;  20.50;  27.99;   429;   630;     6;     2;     3;     4;  -119;  -119;  -6.8; drag-lps8-05; 3; 7; 125000; 1194
2023-02-15 06:15:02; hka-aqm-am003b;  20.49;  27.99;   429;   566;     6;     1;     3;     4;  -115;  -115;   0.8; drag-lps8-05; 5; 7; 125000; 1195
2023-02-15 06:30:09; hka-aqm-am003b;  20.48;  27.99;   434;   556;     6;     0;     2;     0;  -114;  -114;  -1.0; drag-lps8-05; 1; 7; 125000; 1196
2023-02-15 06:45:17; hka-aqm-am003b;  20.47;  27.96;   431;   634;     8;     2;     3;     4;  -115;  -115;  -1.8; drag-lps8-05; 6; 7; 125000; 1197
2023-02-15 07:00:23; hka-aqm-am003b;  20.47;  27.92;   435;   595;     8;     3;     3;     4;  -115;  -115;   2.0; drag-lps8-05; 0; 7; 125000; 1198
2023-02-15 07:15:30; hka-aqm-am003b;  20.43;  27.92;   430;   625;     6;     0;     0;     0;  -117;  -117;  -4.2; drag-lps8-05; 3; 7; 125000; 1199
2023-02-15 07:30:36; hka-aqm-am003b;  20.42;  27.92;   434;   601;     6;     0;     3;     4;  -113;  -113;   2.0; drag-lps8-05; 5; 7; 125000; 1200
2023-02-15 07:45:42; hka-aqm-am003b;  20.40;  27.89;   433;   567;     6;     1;     3;     4;  -114;  -114;   0.2; drag-lps8-03; 2; 7; 125000; 1201
2023-02-15 08:00:49; hka-aqm-am003b;  20.40;  27.85;   434;   589;     9;     3;     1;     0;  -118;  -118;   2.8; drag-lps8-03; 7; 7; 125000; 1202
2023-02-15 08:15:58; hka-aqm-am003b;  20.37;  27.85;   439;   612;     7;     1;     3;     4;  -114;  -114;   2.5; drag-lps8-05; 4; 7; 125000; 1203
2023-02-15 08:31:04; hka-aqm-am003b;  20.37;  27.85;   434;   613;    10;     3;     3;     4;  -115;  -115;   3.0; drag-lps8-03; 7; 7; 125000; 1204
2023-02-15 08:46:10; hka-aqm-am003b;  20.34;  27.85;   437;   646;     8;     1;     1;     0;  -113;  -113;   0.2; drag-lps8-05; 2; 7; 125000; 1205
2023-02-15 09:01:18; hka-aqm-am003b;  20.32;  27.85;   435;   602;     9;     1;     3;     4;  -113;  -113;   1.5; drag-lps8-03; 5; 7; 125000; 1206
2023-02-15 09:16:24; hka-aqm-am003b;  20.29;  27.85;   434;   621;    10;     2;     3;     4;  -113;  -113;   2.8; drag-lps8-05; 0; 7; 125000; 1207
2023-02-15 09:31:31; hka-aqm-am003b;  20.26;  27.85;   433;   633;    11;     2;     0;     0;  -113;  -113;   1.5; drag-lps8-05; 4; 7; 125000; 1208
2023-02-15 09:46:37; hka-aqm-am003b;  20.24;  27.85;   436;   566;    11;     2;     3;     4;  -113;  -113;  -1.2; drag-lps8-05; 1; 7; 125000; 1209
2023-02-15 10:01:43; hka-aqm-am003b;  20.20;  27.85;   436;   613;    12;     2;     3;     4;  -118;  -118;   0.8; drag-lps8-03; 3; 7; 125000; 1210
2023-02-15 10:16:50; hka-aqm-am003b;  20.19;  27.85;   439;   605;    14;     3;     2;     0;  -113;  -113;  -2.0; drag-lps8-05; 6; 7; 125000; 1211
2023-02-15 10:31:58; hka-aqm-am003b;  20.18;  27.82;   441;   607;    15;     3;     3;     4;  -115;  -115;  -1.8; drag-lps8-05; 1; 7; 125000; 1212
